collect_time,GDY_2,GDY_3,GDY_4,GDY_5,GDY_6,GDY_7,GDY_8,GDY_9,GDY_10,GDY_11,GDY_12,GDY_13,GDY_14,GDY_15,GDY_16,GDY_17,GDY_18,GDY_19,GDY_20,GDY_21,GDY_22,GDY_24,GDY_26,GDY_27,GDY_28,GDY_30,GDY_31,GDY_32,GDY_34,GDY_35,GDY_36,GDY_37,GDY_38,GDY_39,GDY_40,Decline_depth,Forward_inclination,Transverse_inclination,Bottom_Forward_offset,Bottom_Transverse_offset,Top_Forward_offset,Top_Transverse_offset
2024-02-22 14:20:00,-7.254422,58.715661,95.489077,20.207313,112.814067,82.643148,13.673157,100.343041,109.327006,34.545182,57.467083,72.036655,58.435559,76.917928,93.044828,-28.86747,68.070541,-19.592129,40.585012,73.978465,42.309611,69.380646,87.354869,7.507081,83.00284,91.75287,79.583057,80.656515,-12.899786,39.12333,43.324006,52.412792,34.062718,-14.180175,18.35138,0.0,-0.0005071428571428,0.0004891111111111,0.153718426823616,1.007659912109375,0.1366003453731537,1.0254135131835938
2024-02-22 14:30:00,-7.254422,58.715661,95.513037,20.223525,112.77333,82.635149,13.681305,100.298234,109.342946,34.553354,57.467083,72.036655,58.435559,76.901942,93.068942,-28.851283,68.08691,-19.592129,40.585012,73.954665,42.325769,69.388525,87.38726,7.527681,83.010934,91.777367,79.599364,80.648473,-12.862941,39.115268,43.336554,52.420948,34.054684,-14.180175,18.37198,0.0039501190185546,-0.000452,0.0004765333333333,0.1553690582513809,1.010284423828125,0.1386891007423401,1.0261077880859375
2024-02-22 14:40:00,-7.254422,58.723699,95.513037,20.207313,112.740741,82.635149,13.713894,100.334972,109.342946,34.53701,57.475195,72.044874,58.443609,76.917928,93.068942,-28.859376,68.08691,-19.592129,40.585012,73.994331,42.31769,69.388525,87.395358,7.51516,83.019028,91.785533,79.615671,80.672599,-12.883541,39.115268,43.336554,52.412792,34.06725,-14.180175,18.367494,0.0102005004882812,-0.0005245714285714,0.0004647999999999,0.1553985178470611,1.0086517333984375,0.1391302049160003,1.0270156860351562
2024-02-22 14:50:00,-7.254422,58.723699,95.513037,20.207313,112.781477,82.643148,13.697599,100.306303,109.342946,34.545182,57.483307,72.036655,58.443609,76.885957,93.093056,-28.879976,68.095094,-19.60029,40.609157,74.002264,42.31769,69.380646,87.362966,7.523239,83.019028,91.785533,79.615671,80.688684,-12.891663,39.115268,43.336554,52.420948,34.04665,-14.196638,18.37198,0.0063190460205078,-0.0006148571428571,0.0004850666666667,0.1539316475391388,1.0063400268554688,0.1369557678699493,1.027862548828125
2024-02-22 15:00:00,-7.254422,58.731737,95.52901,20.223525,112.732594,82.643148,13.705747,100.375317,109.350916,34.545182,57.491419,72.061313,58.443609,76.853986,93.101094,-28.851283,68.111463,-19.592129,40.609157,74.002264,42.333849,69.388525,87.403456,7.523239,83.035215,91.793699,79.623825,80.672599,-12.899786,39.115268,43.336554,52.429103,34.038616,-14.188407,18.355867,0.0029888153076171,-0.0004771428571428,0.0005419999999999,0.1566573083400726,1.0117416381835938,0.1376869529485702,1.0284423828125
2024-02-22 15:10:00,-7.262526,58.731737,95.521024,20.207313,112.822214,82.651147,13.689452,100.338579,109.366856,34.545182,57.483307,72.077752,58.45971,76.885957,93.117171,-28.851283,68.095094,-19.592129,40.617205,73.994331,42.341928,69.412164,87.362966,7.523239,83.043309,91.801865,79.615671,80.712811,-12.891663,39.12333,43.344606,52.420948,34.038616,-14.188407,18.35138,0.004892349243164,-0.0003960714285714,0.000594,0.1565774381160736,1.01470947265625,0.1357873678207397,1.0285720825195312
2024-02-22 15:20:00,-7.254422,58.739775,95.52901,20.207313,112.822214,82.667145,13.697599,100.33051,109.358886,34.53701,57.491419,72.061313,58.46776,76.89395,93.101094,-28.851283,68.095094,-19.592129,40.617205,74.01813,42.350007,69.420043,87.419651,7.539398,83.043309,91.818196,79.615671,80.672599,-12.871063,39.12333,43.344606,52.412792,34.059216,-14.188407,18.37198,-0.0034770965576171,-0.0001368571428571,0.0004701333333333,0.1535286605358123,1.025146484375,0.1370753943920135,1.0299339294433594
2024-02-22 15:30:00,-7.257663599999998,58.751028600000005,95.5295428,20.2192018,112.82004140000002,82.66501193333333,13.688365666666668,100.34717346666666,109.37854593333336,34.54271906666667,57.50223566666667,72.0722724,58.4699072,76.91792806666668,93.11288366666668,-28.842992200000005,68.12237540000001,-19.593217133333333,40.6220344,74.00596600000002,42.3451598,69.4426312,87.39265859999999,7.525126066666668,83.05625906666664,91.81601886666668,79.63687006666666,80.68761160000001,-12.890541066666666,39.122255200000005,43.34293326666667,52.41877286666666,34.04725426666666,-14.194443266666667,18.36726193333334,0.0012189229329426,-0.0004207126984126,0.0004812637037036,0.1519021322329838,1.0128812154134117,0.1350580096244811,1.0276082356770833
2024-02-22 15:40:00,-7.258744133333332,58.7569232,95.5343348,20.220823,112.82384346666667,82.66927806666668,13.687822533333334,100.34795186666663,109.38651606666669,34.54326386666667,57.507103,72.07829993333333,58.47688426666666,76.92059233333333,93.1214576,-28.83896973333333,68.13110540000001,-19.593217133333333,40.62793653333333,74.00808146666667,42.3500074,69.4520866,87.3945244,7.527227000000001,83.06435286666667,91.82146273333336,79.64502353333333,80.6919008,-12.890541066666666,39.12279273333334,43.34538026666667,52.4193166,34.04725426666666,-14.1960896,18.367799066666677,0.0005700429280598,-0.0004097285714285,0.0004800785185184,0.1519137402375538,1.0127667744954427,0.1351110140482584,1.0271090189615886
2024-02-22 15:50:00,-7.2592843999999985,58.76281780000001,95.53752946666664,20.222444199999995,112.83199080000004,82.67461073333332,13.686193066666666,100.35225533333332,109.39342353333336,34.54271906666667,57.5135928,72.08432746666666,58.48332459999999,76.92538806666668,93.12895986666668,-28.8354868,68.14092666666667,-19.593217133333333,40.63437526666667,74.01760113333333,42.35431640000001,69.46121926666665,87.39722366666666,7.526581266666667,83.07190706666665,91.82636226666666,79.65208986666667,80.69672613333334,-12.892455866666666,39.12386773333333,43.34645393333334,52.41877286666666,34.046183066666664,-14.197735933333332,18.36696286666667,0.0003617604573567,-0.0004090476190475,0.0004789762962962,0.151664051413536,1.0125111897786458,0.1348999599615732,1.0268292744954428
